,t,N_pump,p_pump,eta_pump,tau_pump,tau_turbine,T_gg_comb,Pcc_gg,MR_gg,dp_dt_gg,m_dot_gg_inj_fu,m_dot_gg_inj_ox,p_gg_inj_ox,p_gg_inj_fu,T_me_comb,Pcc_me,MR_me,dp_dt_me,m_dot_me_inj_fu,m_dot_me_inj_ox,p_me_inj_ox,p_me_inj_fu,m_dot_gg_mov,m_dot_gg_mfv,m_dot_me_mov,m_dot_me_mfv
84,[0.05552739],[2405.18517604],3000000.0,[0.],[2.09287688e-09],[0.52504822],[1413.31528387],[510113.29178448],[2.21292998],[1.1373002e+08],[0.00475603],[0.01052476],[1261521.64791936],[666425.87973377],0,100000.0,0,0,0,0,[100000.],[100000.],[0.12055202],[0.09424559],[0.],[0.]
85,[0.05555106],[2405.18517604],3000000.0,[0.],[2.12318409e-09],[0.5311733],[1409.9204258],[512824.90866332],[2.20778099],[1.14163009e+08],[0.00479074],[0.01057691],[1271595.25949197],[671354.12311244],0,100000.0,0,0,0,0,[100000.],[100000.],[0.12141409],[0.09493459],[0.],[0.]
86,[0.05557456],[2405.18517604],3000000.0,[0.],[2.1536208e-09],[0.53730069],[1406.58219685],[515526.95891089],[2.20271816],[1.14594172e+08],[0.00482533],[0.01062885],[1281667.37469818],[676281.42719149],0,100000.0,0,0,0,0,[100000.],[100000.],[0.12226533],[0.09561543],[0.],[0.]
87,[0.0555979],[2405.18517604],3000000.0,[0.],[2.18418818e-09],[0.5434305],[1403.2998621],[518219.79463926],[2.19774034],[1.15023483e+08],[0.00485981],[0.01068059],[1291738.03077544],[681207.84565925],0,100000.0,0,0,0,0,[100000.],[100000.],[0.12310585],[0.09628821],[0.],[0.]
88,[0.05562107],[2405.18517604],3000000.0,[0.],[2.21488738e-09],[0.54956285],[1400.07265138],[520903.75488455],[2.19284637],[1.15450917e+08],[0.00489416],[0.01073214],[1301807.26360917],[686133.43061172],0,100000.0,0,0,0,0,[100000.],[100000.],[0.12393575],[0.09695298],[0.],[0.]
89,[0.05564409],[2405.18517604],3000000.0,[0.],[2.24571955e-09],[0.55569782],[1396.89976551],[523579.16625227],[2.18803503],[1.15876451e+08],[0.00492839],[0.01078348],[1311875.10779709],[691058.23262337],0,100000.0,0,0,0,0,[100000.],[100000.],[0.12475512],[0.09760982],[0.],[0.]
90,[0.05566695],[2405.18517604],3000000.0,[0.],[2.27668582e-09],[0.5618288],[1393.72641247],[526246.34352349],[2.18330505],[1.16296442e+08],[0.00496249],[0.01083464],[1321941.59670981],[695982.30081409],0,100000.0,0,0,0,0,[100000.],[100000.],[0.12556406],[0.09825881],[0.],[0.]
91,[0.05568967],[2405.18517604],3000000.0,[0.],[2.30778695e-09],[0.56795668],[1390.56116178],[528905.50740839],[2.17865473],[1.16711452e+08],[0.00499648],[0.01088559],[1332006.76249833],[700905.68284785],0,100000.0,0,0,0,0,[100000.],[100000.],[0.12636266],[0.09890003],[0.],[0.]
92,[0.05571224],[2405.18517604],3000000.0,[0.],[2.33902374e-09],[0.57408712],[1387.44892047],[531556.88275353],[2.17408245],[1.17124538e+08],[0.00503033],[0.01093636],[1342070.63620833],[705828.42503212],0,100000.0,0,0,0,0,[100000.],[100000.],[0.12715102],[0.09953353],[0.],[0.]
93,[0.05573467],[2405.18517604],3000000.0,[0.],[2.37039731e-09],[0.58022024],[1384.38882855],[534200.75493314],[2.16958693],[1.17535684e+08],[0.00506407],[0.01098693],[1352133.24786295],[710750.57242631],0,100000.0,0,0,0,0,[100000.],[100000.],[0.12792923],[0.1001594],[0.],[0.]
94,[0.05575697],[2405.18517604],3000000.0,[0.],[2.40190874e-09],[0.58635611],[1381.38001674],[536837.39951935],[2.16516688],[1.17944875e+08],[0.00509767],[0.01103731],[1362194.62646722],[715672.16887459],0,100000.0,0,0,0,0,[100000.],[100000.],[0.12869739],[0.1007777],[0.],[0.]
95,[0.05577913],[2405.18517604],3000000.0,[0.],[2.43355915e-09],[0.59249483],[1378.42160966],[539467.08273225],[2.16082103],[1.18352095e+08],[0.00513115],[0.0110875],[1372254.80005335],[720593.25705725],0,100000.0,0,0,0,0,[100000.],[100000.],[0.12945558],[0.10138851],[0.],[0.]
96,[0.05580117],[2405.18517604],3000000.0,[0.],[2.46534962e-09],[0.59863648],[1375.51272881],[542090.0618646],[2.15654807],[1.18757331e+08],[0.0051645],[0.0111375],[1382313.79572338],[725513.87853944],0,100000.0,0,0,0,0,[100000.],[100000.],[0.1302039],[0.10199189],[0.],[0.]
97,[0.05582307],[2405.18517604],3000000.0,[0.],[2.49728124e-09],[0.60478115],[1372.65249498],[544706.58568276],[2.15234671],[1.19160569e+08],[0.00519773],[0.01118732],[1392371.63968959],[730434.07381759],0,100000.0,0,0,0,0,[100000.],[100000.],[0.13094244],[0.10258792],[0.],[0.]
98,[0.05584485],[2405.18517604],3000000.0,[0.],[2.52935509e-09],[0.61092891],[1369.84003055],[547316.89480562],[2.14821566],[1.19561799e+08],[0.00523083],[0.01123694],[1402428.35731265],[735353.88236356],0,100000.0,0,0,0,0,[100000.],[100000.],[0.13167129],[0.10317666],[0.],[0.]
99,[0.05586652],[2405.18517604],3000000.0,[0.],[2.56157225e-09],[0.61707984],[1367.07446136],[549921.2220628],[2.14415362],[1.19961008e+08],[0.00526379],[0.01128638],[1412483.97313784],[740273.34266663],0,100000.0,0,0,0,0,[100000.],[100000.],[0.13239053],[0.10375818],[0.],[0.]
100,[0.05588806],[2405.18517604],3000000.0,[0.],[2.5939338e-09],[0.623234],[1364.35491847],[552519.79283358],[2.14015931],[1.20358186e+08],[0.00529663],[0.01133564],[1422538.51092927],[745192.49227352],0,100000.0,0,0,0,0,[100000.],[100000.],[0.13310026],[0.10433255],[0.],[0.]
101,[0.05590949],[2405.18517604],3000000.0,[0.],[2.62644081e-09],[0.62939148],[1361.68053957],[555112.82536768],[2.13623147],[1.20753323e+08],[0.00532934],[0.01138471],[1432591.99370233],[750111.36782653],0,100000.0,0,0,0,0,[100000.],[100000.],[0.13380056],[0.10489983],[0.],[0.]
102,[0.05593081],[2405.18517604],3000000.0,[0.],[2.65909434e-09],[0.63555228],[1359.05025229],[557700.53108913],[2.13236883],[1.21146387e+08],[0.00536192],[0.01143359],[1442644.44375455],[755030.00509982],0,100000.0,0,0,0,0,[100000.],[100000.],[0.13449152],[0.1054601],[0.],[0.]
103,[0.05595202],[2405.18517604],3000000.0,[0.],[2.69189545e-09],[0.64171652],[1356.46339795],[560283.11438439],[2.12857015],[1.2153739e+08],[0.00539437],[0.0114823],[1452695.88269449],[759948.43903376],0,100000.0,0,0,0,0,[100000.],[100000.],[0.13517323],[0.1060134],[0.],[0.]
104,[0.05597312],[2405.18517604],3000000.0,[0.],[2.72484522e-09],[0.64787949],[1353.88826749],[562860.77380775],[2.12483419],[1.21924049e+08],[0.00542669],[0.01153083],[1462746.33146999],[764866.70376839],0,100000.0,0,0,0,0,[100000.],[100000.],[0.13584576],[0.10655982],[0.],[0.]
105,[0.05599412],[2405.18517604],3000000.0,[0.],[2.75794445e-09],[0.65403822],[1351.30621852],[565433.65393757],[2.12115955],[1.22305007e+08],[0.00545889],[0.01157917],[1472795.81036943],[769784.83264307],0,100000.0,0,0,0,0,[100000.],[100000.],[0.1365092],[0.10709941],[0.],[0.]
106,[0.05601501],[2405.18517604],3000000.0,[0.],[2.79119381e-09],[0.66020028],[1348.76615661],[568001.86593587],[2.11754472],[1.22683927e+08],[0.00549096],[0.01162734],[1482844.3390583],[774702.8582221],0,100000.0,0,0,0,0,[100000.],[100000.],[0.13716364],[0.10763224],[0.],[0.]
107,[0.05603581],[2405.18517604],3000000.0,[0.],[2.82459434e-09],[0.66636574],[1346.26727499],[570565.59322042],[2.11398856],[1.23060803e+08],[0.0055229],[0.01167534],[1492891.93665739],[779620.81238241],0,100000.0,0,0,0,0,[100000.],[100000.],[0.13780916],[0.10815836],[0.],[0.]
108,[0.05605651],[2405.18517604],3000000.0,[0.],[2.85814708e-09],[0.67253465],[1343.80877857],[573125.013857],[2.11048993],[1.23435629e+08],[0.00555471],[0.01172316],[1502938.62172426],[784538.72632083],0,100000.0,0,0,0,0,[100000.],[100000.],[0.13844583],[0.10867785],[0.],[0.]
109,[0.05607712],[2405.18517604],3000000.0,[0.],[2.89185309e-09],[0.67870708],[1341.38988443],[575680.30077157],[2.10704771],[1.23808402e+08],[0.0055864],[0.0117708],[1512984.41227481],[789456.63058019],0,100000.0,0,0,0,0,[100000.],[100000.],[0.13907375],[0.10919077],[0.],[0.]
110,[0.05609764],[2405.18517604],3000000.0,[0.],[2.9257134e-09],[0.68488306],[1339.00982219],[578231.62195217],[2.10366081],[1.24179116e+08],[0.00561796],[0.01181827],[1523029.32580387],[794374.55507436],0,100000.0,0,0,0,0,[100000.],[100000.],[0.13969298],[0.10969717],[0.],[0.]
111,[0.05611806],[2405.18517604],3000000.0,[0.],[2.95972904e-09],[0.69106266],[1336.66783432],[580779.14064103],[2.10032815],[1.24547768e+08],[0.00564939],[0.01186558],[1533073.37930475],[799292.52911214],0,100000.0,0,0,0,0,[100000.],[100000.],[0.14030362],[0.11019711],[0.],[0.]
112,[0.0561384],[2405.18517604],3000000.0,[0.],[2.99390107e-09],[0.69724592],[1334.36317634],[583323.01551747],[2.09704867],[1.24914354e+08],[0.0056807],[0.01191271],[1543116.58928791],[804210.58142022],0,100000.0,0,0,0,0,[100000.],[100000.],[0.14090573],[0.11069066],[0.],[0.]
113,[0.05615865],[2405.18517604],3000000.0,[0.],[3.02823051e-09],[0.70343289],[1332.09511705],[585863.40087224],[2.09382132],[1.25278871e+08],[0.00571189],[0.01195967],[1553158.97179875],[809128.74016502],0,100000.0,0,0,0,0,[100000.],[100000.],[0.1414994],[0.11117788],[0.],[0.]
114,[0.05617882],[2405.18517604],3000000.0,[0.],[3.0627184e-09],[0.70962362],[1329.86293855],[588400.44677358],[2.09064508],[1.25641316e+08],[0.00574295],[0.01200646],[1563200.54243459],[814047.03297379],0,100000.0,0,0,0,0,[100000.],[100000.],[0.14208469],[0.11165882],[0.],[0.]
115,[0.0561989],[2405.18517604],3000000.0,[0.],[3.09736578e-09],[0.71581814],[1327.66593641],[590934.29922564],[2.08751894],[1.26001686e+08],[0.00577388],[0.01205309],[1573241.31636088],[818965.4869547],0,100000.0,0,0,0,0,[100000.],[100000.],[0.1426617],[0.11213354],[0.],[0.]
116,[0.05621891],[2405.18517604],3000000.0,[0.],[3.13217368e-09],[0.72201652],[1325.50341964],[593465.10031957],[2.08444193],[1.26359979e+08],[0.00580469],[0.01209955],[1583281.30832668],[823884.12871612],0,100000.0,0,0,0,0,[100000.],[100000.],[0.14323049],[0.1126021],[0.],[0.]
117,[0.05623883],[2405.18517604],3000000.0,[0.],[3.16714314e-09],[0.72821877],[1323.37471067],[595992.98837772],[2.08141308],[1.26716194e+08],[0.00583538],[0.01214584],[1593320.53267941],[828802.98438516],0,100000.0,0,0,0,0,[100000.],[100000.],[0.14379114],[0.11306455],[0.],[0.]
118,[0.05625868],[2405.18517604],3000000.0,[0.],[3.20227519e-09],[0.73442495],[1321.27914536],[598518.09809134],[2.07843143],[1.27070329e+08],[0.00586595],[0.01219198],[1603359.00337905],[833722.07962545],0,100000.0,0,0,0,0,[100000.],[100000.],[0.14434372],[0.11352096],[0.],[0.]
119,[0.05627846],[2405.18517604],3000000.0,[0.],[3.23757087e-09],[0.7406351],[1319.21607287],[601040.56065207],[2.07549607],[1.27422381e+08],[0.0058964],[0.01223795],[1613396.73401155],[838641.43965412],0,100000.0,0,0,0,0,[100000.],[100000.],[0.14488831],[0.11397138],[0.],[0.]
120,[0.05629816],[2405.18517604],3000000.0,[0.],[3.2730312e-09],[0.74684924],[1317.1848556],[603560.50387759],[2.07260608],[1.27772351e+08],[0.00592672],[0.01228376],[1623433.73780186],[843561.0892582],0,100000.0,0,0,0,0,[100000.],[100000.],[0.14542497],[0.11441586],[0.],[0.]
121,[0.0563178],[2405.18517604],3000000.0,[0.],[3.30865723e-09],[0.75306741],[1315.18486907],[606078.0523318],[2.06976058],[1.28120238e+08],[0.00595692],[0.0123294],[1633470.0276262],[848481.05281038],0,100000.0,0,0,0,0,[100000.],[100000.],[0.14595379],[0.11485447],[0.],[0.]
122,[0.05633736],[2405.18517604],3000000.0,[0.],[3.34444998e-09],[0.75928966],[1313.21550177],[608593.32743968],[2.06695869],[1.2846604e+08],[0.00598701],[0.01237489],[1643505.61602395],[853401.35428401],0,100000.0,0,0,0,0,[100000.],[100000.],[0.14647483],[0.11528724],[0.],[0.]
123,[0.05635685],[2405.18517604],3000000.0,[0.],[3.38041049e-09],[0.76550513],[1311.22118435],[611106.44759716],[2.06419956],[1.28805232e+08],[0.00601697],[0.01242023],[1653540.51520896],[858322.01726773],0,100000.0,0,0,0,0,[100000.],[100000.],[0.14698816],[0.11571425],[0.],[0.]
124,[0.05637628],[2405.18517604],3000000.0,[0.],[3.41653929e-09],[0.77172324],[1309.25042384],[613617.44004399],[2.06148207],[1.29141829e+08],[0.00604682],[0.0124654],[1663574.73704113],[863243.06493061],0,100000.0,0,0,0,0,[100000.],[100000.],[0.14749385],[0.11613554],[0.],[0.]
125,[0.05639564],[2405.18517604],3000000.0,[0.],[3.45283734e-09],[0.77794529],[1307.30924148],[616126.40812592],[2.05880538],[1.2947638e+08],[0.00607654],[0.01251042],[1673608.2931121],[868164.52009976],0,100000.0,0,0,0,0,[100000.],[100000.],[0.14799197],[0.11655116],[0.],[0.]
126,[0.05641494],[2405.18517604],3000000.0,[0.],[3.48930567e-09],[0.78417132],[1305.39706896],[618633.46317567],[2.05616871],[1.29808885e+08],[0.00610616],[0.01255529],[1683641.19472401],[873086.4052615],0,100000.0,0,0,0,0,[100000.],[100000.],[0.1484826],[0.11696116],[0.],[0.]
127,[0.05643418],[2405.18517604],3000000.0,[0.],[3.52594531e-09],[0.79040137],[1303.51334972],[621138.71386269],[2.05357129],[1.30139346e+08],[0.00613565],[0.0126],[1693673.4528942],[878008.7425714],0,100000.0,0,0,0,0,[100000.],[100000.],[0.14896579],[0.11736561],[0.],[0.]
128,[0.05645336],[2405.18517604],3000000.0,[0.],[3.5627573e-09],[0.79663547],[1301.65753895],[623642.26628197],[2.05101238],[1.30467762e+08],[0.00616504],[0.01264457],[1703705.0783644],[882931.55386611],0,100000.0,0,0,0,0,[100000.],[100000.],[0.14944161],[0.11776454],[0.],[0.]
129,[0.05647248],[2405.18517604],3000000.0,[0.],[3.59974266e-09],[0.80287364],[1299.82910342],[626144.22403967],[2.04849122],[1.30794135e+08],[0.0061943],[0.01268898],[1713736.08160953],[887854.86067493],0,100000.0,0,0,0,0,[100000.],[100000.],[0.14991014],[0.11815802],[0.],[0.]
130,[0.05649154],[2405.18517604],3000000.0,[0.],[3.63690243e-09],[0.80911591],[1298.02752128],[628644.68833533],[2.04600711],[1.31118464e+08],[0.00622346],[0.01273324],[1723766.47284617],[892778.68423079],0,100000.0,0,0,0,0,[100000.],[100000.],[0.15037143],[0.11854608],[0.],[0.]
131,[0.05651054],[2405.18517604],3000000.0,[0.],[3.67423766e-09],[0.81536231],[1296.25228186],[631143.75804072],[2.04355934],[1.31440752e+08],[0.0062525],[0.01277735],[1733796.26204067],[897703.04548096],0,100000.0,0,0,0,0,[100000.],[100000.],[0.15082556],[0.11892879],[0.],[0.]
132,[0.05652949],[2405.18517604],3000000.0,[0.],[3.71174936e-09],[0.82161287],[1294.50288548],[633641.5297755],[2.04114722],[1.31761e+08],[0.00628143],[0.01282131],[1743825.45891695],[902627.96509731],0,100000.0,0,0,0,0,[100000.],[100000.],[0.15127258],[0.11930618],[0.],[0.]
133,[0.05654838],[2405.18517604],3000000.0,[0.],[3.7494386e-09],[0.8278676],[1292.77884323],[636138.09797993],[2.03877007],[1.32079208e+08],[0.00631024],[0.01286513],[1753854.07296398],[907553.46348624],0,100000.0,0,0,0,0,[100000.],[100000.],[0.15171256],[0.11967832],[0.],[0.]
134,[0.05656722],[2405.18517604],3000000.0,[0.],[3.78730639e-09],[0.83412655],[1291.07967678],[638633.55498471],[2.03642724],[1.32395378e+08],[0.00633895],[0.01290881],[1763882.11344301],[912479.56079822],0,100000.0,0,0,0,0,[100000.],[100000.],[0.15214557],[0.12004524],[0.],[0.]
135,[0.05658601],[2405.18517604],3000000.0,[0.],[3.82535379e-09],[0.84038972],[1289.40491817],[641127.99107804],[2.03411808],[1.32709512e+08],[0.00636754],[0.01295233],[1773909.58939449],[917406.27693707],0,100000.0,0,0,0,0,[100000.],[100000.],[0.15257166],[0.120407],[0.],[0.]
136,[0.05660475],[2405.18517604],3000000.0,[0.],[3.86358184e-09],[0.84665714],[1287.75410956],[643621.49457012],[2.03184196],[1.33021611e+08],[0.00639603],[0.01299572],[1783936.50964469],[922333.63156885],0,100000.0,0,0,0,0,[100000.],[100000.],[0.15299091],[0.12076364],[0.],[0.]
137,[0.05662344],[2405.18517604],3000000.0,[0.],[3.90199159e-09],[0.85292884],[1286.12680309],[646114.15185519],[2.02959825],[1.33331677e+08],[0.0064244],[0.01303896],[1793962.88281218],[927261.64413048],0,100000.0,0,0,0,0,[100000.],[100000.],[0.15340336],[0.12111521],[0.],[0.]
138,[0.05664208],[2405.18517604],3000000.0,[0.],[3.94058408e-09],[0.85920483],[1284.52256064],[648606.04747112],[2.02738636],[1.33639712e+08],[0.00645267],[0.01308206],[1803988.71731394],[932190.33383809],0,100000.0,0,0,0,0,[100000.],[100000.],[0.15380908],[0.12146175],[0.],[0.]
139,[0.05666067],[2405.18517604],3000000.0,[0.],[3.97936036e-09],[0.86548513],[1282.94095359],[651097.26415681],[2.0252057],[1.33945718e+08],[0.00648083],[0.01312502],[1814014.0213713],[937119.71969503],0,100000.0,0,0,0,0,[100000.],[100000.],[0.15420814],[0.12180332],[0.],[0.]
140,[0.05667922],[2405.18517604],3000000.0,[0.],[4.01832149e-09],[0.87176977],[1281.38156268],[653587.88290744],[2.02305568],[1.34249696e+08],[0.00650888],[0.01316784],[1824038.8030157],[942049.8204997],0,100000.0,0,0,0,0,[100000.],[100000.],[0.15460058],[0.12213995],[0.],[0.]
141,[0.05669773],[2405.18517604],3000000.0,[0.],[4.05746852e-09],[0.87805876],[1279.84397776],[656077.98302759],[2.02093574],[1.34551649e+08],[0.00653683],[0.01321052],[1834063.07009415],[946980.65485305],0,100000.0,0,0,0,0,[100000.],[100000.],[0.15498648],[0.1224717],[0.],[0.]
142,[0.05671619],[2405.18517604],3000000.0,[0.],[4.0968025e-09],[0.88435212],[1278.3277976],[658567.64218246],[2.01884533],[1.3485158e+08],[0.00656467],[0.01325306],[1844086.83027455],[951912.24116586],0,100000.0,0,0,0,0,[100000.],[100000.],[0.15536589],[0.1227986],[0.],[0.]
143,[0.0567346],[2405.18517604],3000000.0,[0.],[4.1363245e-09],[0.89064986],[1276.83262971],[661056.93644721],[2.0167839],[1.35149489e+08],[0.00659241],[0.01329547],[1854110.0910508],[956844.59766585],0,100000.0,0,0,0,0,[100000.],[100000.],[0.15573886],[0.12312071],[0.],[0.]
144,[0.05675298],[2405.18517604],3000000.0,[0.],[4.17603558e-09],[0.89695201],[1275.3580901],[663545.94035443],[2.01475092],[1.35445379e+08],[0.00662004],[0.01333773],[1864132.85974772],[961777.74240443],0,100000.0,0,0,0,0,[100000.],[100000.],[0.15610545],[0.12343806],[0.],[0.]
145,[0.05677131],[2405.18517604],3000000.0,[0.],[4.2159368e-09],[0.90325858],[1273.90380315],[666034.72693996],[2.01274588],[1.35739254e+08],[0.00664757],[0.01337987],[1874155.14352583],[966711.69326338],0,100000.0,0,0,0,0,[100000.],[100000.],[0.15646573],[0.1237507],[0.],[0.]
146,[0.0567896],[2405.18517604],3000000.0,[0.],[4.25602922e-09],[0.90956957],[1272.46936001],[668523.36778707],[2.01076828],[1.36031109e+08],[0.006675],[0.01342187],[1884176.9493859],[971646.46796123],0,100000.0,0,0,0,0,[100000.],[100000.],[0.15681974],[0.12405867],[0.],[0.]
147,[0.05680786],[2405.18517604],3000000.0,[0.],[4.29631393e-09],[0.91588501],[1271.05443065],[671011.9329632],[2.0088176],[1.3632095e+08],[0.00670232],[0.01346374],[1894198.28417332],[976582.08405944],0,100000.0,0,0,0,0,[100000.],[100000.],[0.15716754],[0.12436202],[0.],[0.]
148,[0.05682608],[2405.18517604],3000000.0,[0.],[4.33679199e-09],[0.92220384],[1269.65459403],[673500.49124224],[2.00689337],[1.36608404e+08],[0.00672954],[0.01350547],[1904219.15458249],[981518.5589685],0,100000.0,0,0,0,0,[100000.],[100000.],[0.15750919],[0.12466078],[0.],[0.]
149,[0.05684426],[2405.18517604],3000000.0,[0.],[4.37746442e-09],[0.92851672],[1268.2339536],[675989.10319008],[2.0049951],[1.36890149e+08],[0.00675666],[0.01354708],[1914239.56715821],[986455.90995054],0,100000.0,0,0,0,0,[100000.],[100000.],[0.15784474],[0.12495501],[0.],[0.]
150,[0.0568624],[2405.18517604],3000000.0,[0.],[4.41833186e-09],[0.93483394],[1266.83227079],[678477.76771655],[2.00312216],[1.37169923e+08],[0.00678368],[0.01358855],[1924259.52827938],[991394.15409873],0,100000.0,0,0,0,0,[100000.],[100000.],[0.15817425],[0.12524473],[0.],[0.]
151,[0.05688051],[2405.18517604],3000000.0,[0.],[4.45939537e-09],[0.9411555],[1265.44921087],[680966.55065172],[2.0012741],[1.37447729e+08],[0.00681061],[0.01362989],[1934279.04421213],[996333.3083859],0,100000.0,0,0,0,0,[100000.],[100000.],[0.15849777],[0.12552999],[0.],[0.]
152,[0.05689858],[2405.18517604],3000000.0,[0.],[4.50065604e-09],[0.94748143],[1264.08444618],[683455.5165906],[1.99945048],[1.37723569e+08],[0.00683743],[0.01367111],[1944298.12108712],[1001273.3896569],0,100000.0,0,0,0,0,[100000.],[100000.],[0.15881535],[0.12581083],[0.],[0.]
153,[0.05691662],[2405.18517604],3000000.0,[0.],[4.54211495e-09],[0.95381173],[1262.73765594],[685944.72892795],[1.99765087],[1.37997446e+08],[0.00686416],[0.0137122],[1954316.76490318],[1006214.41463378],0,100000.0,0,0,0,0,[100000.],[100000.],[0.15912704],[0.12608729],[0.],[0.]
154,[0.05693463],[2405.18517604],3000000.0,[0.],[4.58377318e-09],[0.96014642],[1261.40852616],[688434.24989199],[1.99587486],[1.38269362e+08],[0.00689079],[0.01375316],[1964334.98153068],[1011156.39992077],0,100000.0,0,0,0,0,[100000.],[100000.],[0.1594329],[0.12635941],[0.],[0.]
155,[0.05695261],[2405.18517604],3000000.0,[0.],[4.62563184e-09],[0.96648551],[1260.09674941],[690924.14057689],[1.99412203],[1.3853932e+08],[0.00691733],[0.01379399],[1974352.77671495],[1016099.36200924],0,100000.0,0,0,0,0,[100000.],[100000.],[0.15973297],[0.12662724],[0.],[0.]
156,[0.05697055],[2405.18517604],3000000.0,[0.],[4.66769201e-09],[0.97282902],[1258.80202471],[693414.46097425],[1.99239199],[1.38807323e+08],[0.00694376],[0.0138347],[1984370.1560795],[1021043.31728241],0,100000.0,0,0,0,0,[100000.],[100000.],[0.16002731],[0.1268908],[0.],[0.]
157,[0.05698846],[2405.18517604],3000000.0,[0.],[4.70995479e-09],[0.97917694],[1257.52405739],[695905.27000351],[1.99068433],[1.39073373e+08],[0.00697011],[0.01387529],[1994387.1251291],[1025988.28201998],0,100000.0,0,0,0,0,[100000.],[100000.],[0.16031597],[0.12715014],[0.],[0.]
158,[0.05700635],[2405.18517604],3000000.0,[0.],[4.75242128e-09],[0.9855293],[1256.26255889],[698396.62554141],[1.98899867],[1.39337474e+08],[0.00699636],[0.01391575],[2004403.68925287],[1030934.27240266],0,100000.0,0,0,0,0,[100000.],[100000.],[0.160599],[0.12740529],[0.],[0.]
159,[0.0570242],[2405.18517604],3000000.0,[0.],[4.79509259e-09],[0.99188611],[1255.01724667],[700888.58445038],[1.98733464],[1.39599627e+08],[0.00702252],[0.01395609],[2014419.85372714],[1035881.30451655],0,100000.0,0,0,0,0,[100000.],[100000.],[0.16087645],[0.1276563],[0.],[0.]
160,[0.05704203],[2405.18517604],3000000.0,[0.],[4.83796983e-09],[0.99824737],[1253.78784405],[703381.20260618],[1.98569186],[1.39859835e+08],[0.00704858],[0.01399631],[2024435.62371834],[1040829.3943574],0,100000.0,0,0,0,0,[100000.],[100000.],[0.16114836],[0.12790319],[0.],[0.]
